GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Aldea de San Nicolás (La)	2008 Febrero	Tasa variación anual	8.61
Aldea de San Nicolás (La)	2008 Febrero	Tasa variación interperiódica	1.44
Aldea de San Nicolás (La)	2008 Febrero	Dato	492
Aldea de San Nicolás (La)	2008 Febrero	Variación anual	39
Aldea de San Nicolás (La)	2008 Febrero	Variación interperiódica	7
Aldea de San Nicolás (La)	2008 Enero	Tasa variación anual	6.59
Aldea de San Nicolás (La)	2008 Enero	Tasa variación interperiódica	3.41
Aldea de San Nicolás (La)	2008 Enero	Dato	485
Aldea de San Nicolás (La)	2008 Enero	Variación anual	30
Aldea de San Nicolás (La)	2008 Enero	Variación interperiódica	16
Aldea de San Nicolás (La)	2007 Diciembre	Tasa variación anual	-2.70
Aldea de San Nicolás (La)	2007 Diciembre	Tasa variación interperiódica	-1.47
Aldea de San Nicolás (La)	2007 Diciembre	Dato	469
Aldea de San Nicolás (La)	2007 Diciembre	Variación anual	-13
Aldea de San Nicolás (La)	2007 Diciembre	Variación interperiódica	-7
Aldea de San Nicolás (La)	2007 Noviembre	Tasa variación anual	0.00
Aldea de San Nicolás (La)	2007 Noviembre	Tasa variación interperiódica	-2.06
Aldea de San Nicolás (La)	2007 Noviembre	Dato	476
Aldea de San Nicolás (La)	2007 Noviembre	Variación anual	0
Aldea de San Nicolás (La)	2007 Noviembre	Variación interperiódica	-10
Aldea de San Nicolás (La)	2007 Octubre	Tasa variación anual	-4.89
Aldea de San Nicolás (La)	2007 Octubre	Tasa variación interperiódica	3.18
Aldea de San Nicolás (La)	2007 Octubre	Dato	486
Aldea de San Nicolás (La)	2007 Octubre	Variación anual	-25
Aldea de San Nicolás (La)	2007 Octubre	Variación interperiódica	15
Aldea de San Nicolás (La)	2007 Septiembre	Tasa variación anual	-1.26
Aldea de San Nicolás (La)	2007 Septiembre	Tasa variación interperiódica	11.88
Aldea de San Nicolás (La)	2007 Septiembre	Dato	471
Aldea de San Nicolás (La)	2007 Septiembre	Variación anual	-6
Aldea de San Nicolás (La)	2007 Septiembre	Variación interperiódica	50
Aldea de San Nicolás (La)	2007 Agosto	Tasa variación anual	-16.14
Aldea de San Nicolás (La)	2007 Agosto	Tasa variación interperiódica	-5.18
Aldea de San Nicolás (La)	2007 Agosto	Dato	421
Aldea de San Nicolás (La)	2007 Agosto	Variación anual	-81
Aldea de San Nicolás (La)	2007 Agosto	Variación interperiódica	-23
Aldea de San Nicolás (La)	2007 Julio	Tasa variación anual	-19.27
Aldea de San Nicolás (La)	2007 Julio	Tasa variación interperiódica	-7.11
Aldea de San Nicolás (La)	2007 Julio	Dato	444
Aldea de San Nicolás (La)	2007 Julio	Variación anual	-106
Aldea de San Nicolás (La)	2007 Julio	Variación interperiódica	-34
Aldea de San Nicolás (La)	2007 Junio	Tasa variación anual	-17.01
Aldea de San Nicolás (La)	2007 Junio	Tasa variación interperiódica	-0.62
Aldea de San Nicolás (La)	2007 Junio	Dato	478
Aldea de San Nicolás (La)	2007 Junio	Variación anual	-98
Aldea de San Nicolás (La)	2007 Junio	Variación interperiódica	-3
Aldea de San Nicolás (La)	2007 Mayo	Tasa variación anual	-8.90
Aldea de San Nicolás (La)	2007 Mayo	Tasa variación interperiódica	9.57
Aldea de San Nicolás (La)	2007 Mayo	Dato	481
Aldea de San Nicolás (La)	2007 Mayo	Variación anual	-47
Aldea de San Nicolás (La)	2007 Mayo	Variación interperiódica	42
Aldea de San Nicolás (La)	2007 Abril	Tasa variación anual	-8.35
Aldea de San Nicolás (La)	2007 Abril	Tasa variación interperiódica	-1.79
Aldea de San Nicolás (La)	2007 Abril	Dato	439
Aldea de San Nicolás (La)	2007 Abril	Variación anual	-40
Aldea de San Nicolás (La)	2007 Abril	Variación interperiódica	-8
Aldea de San Nicolás (La)	2007 Marzo	Tasa variación anual	-3.46
Aldea de San Nicolás (La)	2007 Marzo	Tasa variación interperiódica	-1.32
Aldea de San Nicolás (La)	2007 Marzo	Dato	447
Aldea de San Nicolás (La)	2007 Marzo	Variación anual	-16
Aldea de San Nicolás (La)	2007 Marzo	Variación interperiódica	-6
Aldea de San Nicolás (La)	2007 Febrero	Tasa variación anual	-3.82
Aldea de San Nicolás (La)	2007 Febrero	Tasa variación interperiódica	-0.44
Aldea de San Nicolás (La)	2007 Febrero	Dato	453
Aldea de San Nicolás (La)	2007 Febrero	Variación anual	-18
Aldea de San Nicolás (La)	2007 Febrero	Variación interperiódica	-2
Aldea de San Nicolás (La)	2007 Enero	Tasa variación anual	-5.01
Aldea de San Nicolás (La)	2007 Enero	Tasa variación interperiódica	-5.60
Aldea de San Nicolás (La)	2007 Enero	Dato	455
Aldea de San Nicolás (La)	2007 Enero	Variación anual	-24
Aldea de San Nicolás (La)	2007 Enero	Variación interperiódica	-27
Aldea de San Nicolás (La)	2006 Diciembre	Tasa variación anual	1.05
Aldea de San Nicolás (La)	2006 Diciembre	Tasa variación interperiódica	1.26
Aldea de San Nicolás (La)	2006 Diciembre	Dato	482
Aldea de San Nicolás (La)	2006 Diciembre	Variación anual	5
Aldea de San Nicolás (La)	2006 Diciembre	Variación interperiódica	6
Aldea de San Nicolás (La)	2006 Noviembre	Tasa variación anual	-3.25
Aldea de San Nicolás (La)	2006 Noviembre	Tasa variación interperiódica	-6.85
Aldea de San Nicolás (La)	2006 Noviembre	Dato	476
Aldea de San Nicolás (La)	2006 Noviembre	Variación anual	-16
Aldea de San Nicolás (La)	2006 Noviembre	Variación interperiódica	-35
Aldea de San Nicolás (La)	2006 Octubre	Tasa variación anual	0.20
Aldea de San Nicolás (La)	2006 Octubre	Tasa variación interperiódica	7.13
Aldea de San Nicolás (La)	2006 Octubre	Dato	511
Aldea de San Nicolás (La)	2006 Octubre	Variación anual	1
Aldea de San Nicolás (La)	2006 Octubre	Variación interperiódica	34
Aldea de San Nicolás (La)	2006 Septiembre	Tasa variación anual	-10.00
Aldea de San Nicolás (La)	2006 Septiembre	Tasa variación interperiódica	-4.98
Aldea de San Nicolás (La)	2006 Septiembre	Dato	477
Aldea de San Nicolás (La)	2006 Septiembre	Variación anual	-53
Aldea de San Nicolás (La)	2006 Septiembre	Variación interperiódica	-25
Aldea de San Nicolás (La)	2006 Agosto	Tasa variación anual	-4.20
Aldea de San Nicolás (La)	2006 Agosto	Tasa variación interperiódica	-8.73
Aldea de San Nicolás (La)	2006 Agosto	Dato	502
Aldea de San Nicolás (La)	2006 Agosto	Variación anual	-22
Aldea de San Nicolás (La)	2006 Agosto	Variación interperiódica	-48
Aldea de San Nicolás (La)	2006 Julio	Tasa variación anual	-2.48
Aldea de San Nicolás (La)	2006 Julio	Tasa variación interperiódica	-4.51
Aldea de San Nicolás (La)	2006 Julio	Dato	550
Aldea de San Nicolás (La)	2006 Julio	Variación anual	-14
Aldea de San Nicolás (La)	2006 Julio	Variación interperiódica	-26
Aldea de San Nicolás (La)	2006 Junio	Tasa variación anual	5.11
Aldea de San Nicolás (La)	2006 Junio	Tasa variación interperiódica	9.09
Aldea de San Nicolás (La)	2006 Junio	Dato	576
Aldea de San Nicolás (La)	2006 Junio	Variación anual	28
Aldea de San Nicolás (La)	2006 Junio	Variación interperiódica	48
Aldea de San Nicolás (La)	2006 Mayo	Tasa variación anual	1.54
Aldea de San Nicolás (La)	2006 Mayo	Tasa variación interperiódica	10.23
Aldea de San Nicolás (La)	2006 Mayo	Dato	528
Aldea de San Nicolás (La)	2006 Mayo	Variación anual	8
Aldea de San Nicolás (La)	2006 Mayo	Variación interperiódica	49
Aldea de San Nicolás (La)	2006 Abril	Tasa variación anual	.
Aldea de San Nicolás (La)	2006 Abril	Tasa variación interperiódica	3.46
Aldea de San Nicolás (La)	2006 Abril	Dato	479
Aldea de San Nicolás (La)	2006 Abril	Variación anual	.
Aldea de San Nicolás (La)	2006 Abril	Variación interperiódica	16
Aldea de San Nicolás (La)	2006 Marzo	Tasa variación anual	.
Aldea de San Nicolás (La)	2006 Marzo	Tasa variación interperiódica	-1.70
Aldea de San Nicolás (La)	2006 Marzo	Dato	463
Aldea de San Nicolás (La)	2006 Marzo	Variación anual	.
Aldea de San Nicolás (La)	2006 Marzo	Variación interperiódica	-8
Aldea de San Nicolás (La)	2006 Febrero	Tasa variación anual	.
Aldea de San Nicolás (La)	2006 Febrero	Tasa variación interperiódica	-1.67
Aldea de San Nicolás (La)	2006 Febrero	Dato	471
Aldea de San Nicolás (La)	2006 Febrero	Variación anual	.
Aldea de San Nicolás (La)	2006 Febrero	Variación interperiódica	-8
Aldea de San Nicolás (La)	2006 Enero	Tasa variación anual	.
Aldea de San Nicolás (La)	2006 Enero	Tasa variación interperiódica	0.42
Aldea de San Nicolás (La)	2006 Enero	Dato	479
Aldea de San Nicolás (La)	2006 Enero	Variación anual	.
Aldea de San Nicolás (La)	2006 Enero	Variación interperiódica	2
Aldea de San Nicolás (La)	2005 Diciembre	Tasa variación anual	.
Aldea de San Nicolás (La)	2005 Diciembre	Tasa variación interperiódica	-3.05
Aldea de San Nicolás (La)	2005 Diciembre	Dato	477
Aldea de San Nicolás (La)	2005 Diciembre	Variación anual	.
Aldea de San Nicolás (La)	2005 Diciembre	Variación interperiódica	-15
Aldea de San Nicolás (La)	2005 Noviembre	Tasa variación anual	.
Aldea de San Nicolás (La)	2005 Noviembre	Tasa variación interperiódica	-3.53
Aldea de San Nicolás (La)	2005 Noviembre	Dato	492
Aldea de San Nicolás (La)	2005 Noviembre	Variación anual	.
Aldea de San Nicolás (La)	2005 Noviembre	Variación interperiódica	-18
Aldea de San Nicolás (La)	2005 Octubre	Tasa variación anual	.
Aldea de San Nicolás (La)	2005 Octubre	Tasa variación interperiódica	-3.77
Aldea de San Nicolás (La)	2005 Octubre	Dato	510
Aldea de San Nicolás (La)	2005 Octubre	Variación anual	.
Aldea de San Nicolás (La)	2005 Octubre	Variación interperiódica	-20
Aldea de San Nicolás (La)	2005 Septiembre	Tasa variación anual	.
Aldea de San Nicolás (La)	2005 Septiembre	Tasa variación interperiódica	1.15
Aldea de San Nicolás (La)	2005 Septiembre	Dato	530
Aldea de San Nicolás (La)	2005 Septiembre	Variación anual	.
Aldea de San Nicolás (La)	2005 Septiembre	Variación interperiódica	6
Aldea de San Nicolás (La)	2005 Agosto	Tasa variación anual	.
Aldea de San Nicolás (La)	2005 Agosto	Tasa variación interperiódica	-7.09
Aldea de San Nicolás (La)	2005 Agosto	Dato	524
Aldea de San Nicolás (La)	2005 Agosto	Variación anual	.
Aldea de San Nicolás (La)	2005 Agosto	Variación interperiódica	-40
Aldea de San Nicolás (La)	2005 Julio	Tasa variación anual	.
Aldea de San Nicolás (La)	2005 Julio	Tasa variación interperiódica	2.92
Aldea de San Nicolás (La)	2005 Julio	Dato	564
Aldea de San Nicolás (La)	2005 Julio	Variación anual	.
Aldea de San Nicolás (La)	2005 Julio	Variación interperiódica	16
Aldea de San Nicolás (La)	2005 Junio	Tasa variación anual	.
Aldea de San Nicolás (La)	2005 Junio	Tasa variación interperiódica	5.38
Aldea de San Nicolás (La)	2005 Junio	Dato	548
Aldea de San Nicolás (La)	2005 Junio	Variación anual	.
Aldea de San Nicolás (La)	2005 Junio	Variación interperiódica	28
Aldea de San Nicolás (La)	2005 Mayo	Tasa variación anual	.
Aldea de San Nicolás (La)	2005 Mayo	Tasa variación interperiódica	.
Aldea de San Nicolás (La)	2005 Mayo	Dato	520
Aldea de San Nicolás (La)	2005 Mayo	Variación anual	.
Aldea de San Nicolás (La)	2005 Mayo	Variación interperiódica	.
Antigua	2018 Diciembre	Tasa variación anual	-3.29
Antigua	2018 Diciembre	Tasa variación interperiódica	3.09
Antigua	2018 Diciembre	Dato	735
Antigua	2018 Diciembre	Variación anual	-25
Antigua	2018 Diciembre	Variación interperiódica	22
Antigua	2018 Noviembre	Tasa variación anual	-5.69
Antigua	2018 Noviembre	Tasa variación interperiódica	3.94
Antigua	2018 Noviembre	Dato	713
Antigua	2018 Noviembre	Variación anual	-43
Antigua	2018 Noviembre	Variación interperiódica	27
Antigua	2018 Octubre	Tasa variación anual	-9.74
Antigua	2018 Octubre	Tasa variación interperiódica	4.57
Antigua	2018 Octubre	Dato	686
Antigua	2018 Octubre	Variación anual	-74
Antigua	2018 Octubre	Variación interperiódica	30
Antigua	2018 Septiembre	Tasa variación anual	-9.52
Antigua	2018 Septiembre	Tasa variación interperiódica	0.61
Antigua	2018 Septiembre	Dato	656
Antigua	2018 Septiembre	Variación anual	-69
Antigua	2018 Septiembre	Variación interperiódica	4
Antigua	2018 Agosto	Tasa variación anual	-7.12
Antigua	2018 Agosto	Tasa variación interperiódica	-3.41
Antigua	2018 Agosto	Dato	652
Antigua	2018 Agosto	Variación anual	-50
Antigua	2018 Agosto	Variación interperiódica	-23
Antigua	2018 Julio	Tasa variación anual	-3.57
Antigua	2018 Julio	Tasa variación interperiódica	-0.15
Antigua	2018 Julio	Dato	675
Antigua	2018 Julio	Variación anual	-25
Antigua	2018 Julio	Variación interperiódica	-1
Antigua	2018 Junio	Tasa variación anual	-6.63
Antigua	2018 Junio	Tasa variación interperiódica	-2.59
Antigua	2018 Junio	Dato	676
Antigua	2018 Junio	Variación anual	-48
Antigua	2018 Junio	Variación interperiódica	-18
Antigua	2018 Mayo	Tasa variación anual	-2.94
Antigua	2018 Mayo	Tasa variación interperiódica	-1.42
Antigua	2018 Mayo	Dato	694
Antigua	2018 Mayo	Variación anual	-21
Antigua	2018 Mayo	Variación interperiódica	-10
Antigua	2018 Abril	Tasa variación anual	-1.26
Antigua	2018 Abril	Tasa variación interperiódica	1.29
Antigua	2018 Abril	Dato	704
Antigua	2018 Abril	Variación anual	-9
Antigua	2018 Abril	Variación interperiódica	9
Antigua	2018 Marzo	Tasa variación anual	-4.53
Antigua	2018 Marzo	Tasa variación interperiódica	-4.92
Antigua	2018 Marzo	Dato	695
Antigua	2018 Marzo	Variación anual	-33
Antigua	2018 Marzo	Variación interperiódica	-36
Antigua	2018 Febrero	Tasa variación anual	-0.95
Antigua	2018 Febrero	Tasa variación interperiódica	-0.68
Antigua	2018 Febrero	Dato	731
Antigua	2018 Febrero	Variación anual	-7
Antigua	2018 Febrero	Variación interperiódica	-5
Antigua	2018 Enero	Tasa variación anual	-0.54
Antigua	2018 Enero	Tasa variación interperiódica	-3.16
Antigua	2018 Enero	Dato	736
Antigua	2018 Enero	Variación anual	-4
Antigua	2018 Enero	Variación interperiódica	-24
Antigua	2017 Diciembre	Tasa variación anual	3.68
Antigua	2017 Diciembre	Tasa variación interperiódica	0.53
Antigua	2017 Diciembre	Dato	760
Antigua	2017 Diciembre	Variación anual	27
Antigua	2017 Diciembre	Variación interperiódica	4
Antigua	2017 Noviembre	Tasa variación anual	3.42
Antigua	2017 Noviembre	Tasa variación interperiódica	-0.53
Antigua	2017 Noviembre	Dato	756
Antigua	2017 Noviembre	Variación anual	25
Antigua	2017 Noviembre	Variación interperiódica	-4
Antigua	2017 Octubre	Tasa variación anual	7.34
Antigua	2017 Octubre	Tasa variación interperiódica	4.83
Antigua	2017 Octubre	Dato	760
Antigua	2017 Octubre	Variación anual	52
Antigua	2017 Octubre	Variación interperiódica	35
Antigua	2017 Septiembre	Tasa variación anual	2.40
Antigua	2017 Septiembre	Tasa variación interperiódica	3.28
Antigua	2017 Septiembre	Dato	725
Antigua	2017 Septiembre	Variación anual	17
Antigua	2017 Septiembre	Variación interperiódica	23
Antigua	2017 Agosto	Tasa variación anual	-5.01
Antigua	2017 Agosto	Tasa variación interperiódica	0.29
Antigua	2017 Agosto	Dato	702
Antigua	2017 Agosto	Variación anual	-37
Antigua	2017 Agosto	Variación interperiódica	2
Antigua	2017 Julio	Tasa variación anual	-5.15
Antigua	2017 Julio	Tasa variación interperiódica	-3.31
Antigua	2017 Julio	Dato	700
Antigua	2017 Julio	Variación anual	-38
Antigua	2017 Julio	Variación interperiódica	-24
Antigua	2017 Junio	Tasa variación anual	-3.60
Antigua	2017 Junio	Tasa variación interperiódica	1.26
Antigua	2017 Junio	Dato	724
Antigua	2017 Junio	Variación anual	-27
Antigua	2017 Junio	Variación interperiódica	9
Antigua	2017 Mayo	Tasa variación anual	-8.22
Antigua	2017 Mayo	Tasa variación interperiódica	0.28
Antigua	2017 Mayo	Dato	715
Antigua	2017 Mayo	Variación anual	-64
Antigua	2017 Mayo	Variación interperiódica	2
Antigua	2017 Abril	Tasa variación anual	-7.16
Antigua	2017 Abril	Tasa variación interperiódica	-2.06
Antigua	2017 Abril	Dato	713
Antigua	2017 Abril	Variación anual	-55
Antigua	2017 Abril	Variación interperiódica	-15
Antigua	2017 Marzo	Tasa variación anual	-7.96
Antigua	2017 Marzo	Tasa variación interperiódica	-1.36
Antigua	2017 Marzo	Dato	728
Antigua	2017 Marzo	Variación anual	-63
Antigua	2017 Marzo	Variación interperiódica	-10
Antigua	2017 Febrero	Tasa variación anual	-6.70
Antigua	2017 Febrero	Tasa variación interperiódica	-0.27
Antigua	2017 Febrero	Dato	738
Antigua	2017 Febrero	Variación anual	-53
Antigua	2017 Febrero	Variación interperiódica	-2
Antigua	2017 Enero	Tasa variación anual	-8.07
Antigua	2017 Enero	Tasa variación interperiódica	0.95
Antigua	2017 Enero	Dato	740
Antigua	2017 Enero	Variación anual	-65
Antigua	2017 Enero	Variación interperiódica	7
Antigua	2016 Diciembre	Tasa variación anual	-12.22
Antigua	2016 Diciembre	Tasa variación interperiódica	0.27
Antigua	2016 Diciembre	Dato	733
Antigua	2016 Diciembre	Variación anual	-102
Antigua	2016 Diciembre	Variación interperiódica	2
Antigua	2016 Noviembre	Tasa variación anual	-10.31
Antigua	2016 Noviembre	Tasa variación interperiódica	3.25
Antigua	2016 Noviembre	Dato	731
Antigua	2016 Noviembre	Variación anual	-84
Antigua	2016 Noviembre	Variación interperiódica	23
Antigua	2016 Octubre	Tasa variación anual	-11.50
Antigua	2016 Octubre	Tasa variación interperiódica	0.00
Antigua	2016 Octubre	Dato	708
Antigua	2016 Octubre	Variación anual	-92
Antigua	2016 Octubre	Variación interperiódica	0
Antigua	2016 Septiembre	Tasa variación anual	-10.72
Antigua	2016 Septiembre	Tasa variación interperiódica	-4.19
Antigua	2016 Septiembre	Dato	708
Antigua	2016 Septiembre	Variación anual	-85
Antigua	2016 Septiembre	Variación interperiódica	-31
Antigua	2016 Agosto	Tasa variación anual	-6.93
Antigua	2016 Agosto	Tasa variación interperiódica	0.14
Antigua	2016 Agosto	Dato	739
Antigua	2016 Agosto	Variación anual	-55
Antigua	2016 Agosto	Variación interperiódica	1
Antigua	2016 Julio	Tasa variación anual	-5.63
Antigua	2016 Julio	Tasa variación interperiódica	-1.73
Antigua	2016 Julio	Dato	738
Antigua	2016 Julio	Variación anual	-44
Antigua	2016 Julio	Variación interperiódica	-13
Antigua	2016 Junio	Tasa variación anual	-6.82
Antigua	2016 Junio	Tasa variación interperiódica	-3.59
Antigua	2016 Junio	Dato	751
Antigua	2016 Junio	Variación anual	-55
Antigua	2016 Junio	Variación interperiódica	-28
Antigua	2016 Mayo	Tasa variación anual	-7.15
Antigua	2016 Mayo	Tasa variación interperiódica	1.43
Antigua	2016 Mayo	Dato	779
Antigua	2016 Mayo	Variación anual	-60
Antigua	2016 Mayo	Variación interperiódica	11
Antigua	2016 Abril	Tasa variación anual	-10.90
Antigua	2016 Abril	Tasa variación interperiódica	-2.91
Antigua	2016 Abril	Dato	768
Antigua	2016 Abril	Variación anual	-94
Antigua	2016 Abril	Variación interperiódica	-23
Antigua	2016 Marzo	Tasa variación anual	-8.55
Antigua	2016 Marzo	Tasa variación interperiódica	0.00
Antigua	2016 Marzo	Dato	791
Antigua	2016 Marzo	Variación anual	-74
